exp,sample_idx,cf_variant,delta_target_terms,delta_opposite_terms,direction_accuracy,net_direction_accuracy,prompt_echo_rate,base_mentions_top1_title,cf_mentions_top1_title,title_drift,text_changed,top1_music_id
exp_01,2491,cf_upbeat_electronic,9,0,1,1,0.9091,1,1,0,1,mn4WwaRfmKM_7Kxl3Y5zh5E
exp_01,2491,cf_lyrical_piano,9,-1,1,1,1.0,1,1,0,1,mn4WwaRfmKM_7Kxl3Y5zh5E
exp_01,2555,cf_upbeat_electronic,6,-1,1,1,0.625,1,1,0,1,m7Cq8gduKP0_gk2j6CDUFpI
exp_01,2555,cf_lyrical_piano,11,0,1,1,0.8333,1,1,0,1,m7Cq8gduKP0_gk2j6CDUFpI
exp_01,2609,cf_upbeat_electronic,9,0,1,1,1.0,1,1,0,1,iwxzc2MlkRg_UB7-5vH_veA
exp_01,2609,cf_lyrical_piano,5,-1,1,1,0.8,1,1,0,1,iwxzc2MlkRg_UB7-5vH_veA
exp_01,2627,cf_upbeat_electronic,5,0,1,1,0.625,0,1,0,1,J3cDpZ_XK0Q_dv9fLkek4ds
exp_01,2627,cf_lyrical_piano,5,-1,1,1,0.8,0,1,0,1,J3cDpZ_XK0Q_dv9fLkek4ds
exp_01,2639,cf_upbeat_electronic,6,0,1,1,0.8571,0,1,0,1,o7VqntJGrIw_aJANsPCILB4
exp_01,2639,cf_lyrical_piano,9,-1,1,1,1.0,0,1,0,1,o7VqntJGrIw_aJANsPCILB4
exp_01,2648,cf_upbeat_electronic,5,0,1,1,0.625,0,1,0,1,ky9iJT6JZZk_8lC-j7d9vsA
exp_01,2648,cf_lyrical_piano,5,-1,1,1,0.6,0,1,0,1,ky9iJT6JZZk_8lC-j7d9vsA
exp_01,2650,cf_upbeat_electronic,0,0,0,0,0.8,0,0,0,1,_60fhkHx9lg_m75Ylh2hL_M
exp_01,2650,cf_lyrical_piano,5,-3,1,1,0.8,0,0,0,1,_60fhkHx9lg_m75Ylh2hL_M
exp_01,2658,cf_upbeat_electronic,6,0,1,1,1.0,1,1,0,1,vIaH35-MLsk_SGEzNs5dArw
exp_01,2658,cf_lyrical_piano,7,0,1,1,0.8571,1,1,0,1,vIaH35-MLsk_SGEzNs5dArw
exp_01,2673,cf_upbeat_electronic,8,0,1,1,0.7778,1,1,0,1,xUx6Y5nGppE_A27-1jSceWk
exp_01,2673,cf_lyrical_piano,5,0,1,1,0.8,1,1,0,1,xUx6Y5nGppE_A27-1jSceWk
exp_01,2682,cf_upbeat_electronic,0,2,0,0,1.0,1,1,0,1,CkqlRC7i4Kg_55i14OoA4rQ
exp_01,2682,cf_lyrical_piano,9,-1,1,1,1.0,1,1,0,1,CkqlRC7i4Kg_55i14OoA4rQ
exp_01,2688,cf_upbeat_electronic,5,0,1,1,0.625,1,1,0,1,EoiL5LGwAeI_enlBmibFhMA
exp_01,2688,cf_lyrical_piano,7,-2,1,1,0.8571,1,1,0,1,EoiL5LGwAeI_enlBmibFhMA
exp_01,2711,cf_upbeat_electronic,7,0,1,1,0.875,1,1,0,1,YJtkZTx7fmE_uJdYPnlSqEs
exp_01,2711,cf_lyrical_piano,3,0,1,1,0.3333,1,1,0,1,YJtkZTx7fmE_uJdYPnlSqEs
exp_01,2742,cf_upbeat_electronic,3,0,1,1,0.5,0,1,0,1,hvcLNpKs1hk_0hl8fH7zeJM
exp_01,2742,cf_lyrical_piano,4,-2,1,1,0.75,0,0,0,1,hvcLNpKs1hk_0hl8fH7zeJM
exp_01,2748,cf_upbeat_electronic,2,0,1,1,1.0,1,1,0,1,d5WTrglkHKc_2ELIdD_qpAQ
exp_01,2748,cf_lyrical_piano,5,-1,1,1,0.8,1,1,0,1,d5WTrglkHKc_2ELIdD_qpAQ
exp_01,2749,cf_upbeat_electronic,5,-1,1,1,0.6667,1,1,0,1,zGEmF3Mj7dY_mmr9I60GWnw
exp_01,2749,cf_lyrical_piano,3,0,1,1,0.5,1,1,0,1,zGEmF3Mj7dY_mmr9I60GWnw
exp_01,2769,cf_upbeat_electronic,6,0,1,1,1.0,0,0,0,1,mT1S0yHf8to_l-i53lNClN8
exp_01,2769,cf_lyrical_piano,4,1,1,0,0.75,0,0,0,1,mT1S0yHf8to_l-i53lNClN8
exp_01,2786,cf_upbeat_electronic,6,1,1,0,0.5,1,1,0,1,PTVlbhZBOqA_dz_0TGTKutg
exp_01,2786,cf_lyrical_piano,11,1,1,0,0.9091,1,1,0,1,PTVlbhZBOqA_dz_0TGTKutg
exp_01,2798,cf_upbeat_electronic,5,0,1,1,0.5714,0,0,0,1,n2HpB6UbC54_hI-K4yMA6_g
exp_01,2798,cf_lyrical_piano,5,0,1,1,0.8,0,0,0,1,n2HpB6UbC54_hI-K4yMA6_g
exp_01,2813,cf_upbeat_electronic,7,0,1,1,1.0,0,0,0,1,aam3ce4gpfM_Pv3mQkG2LzY
exp_01,2813,cf_lyrical_piano,8,-1,1,1,0.75,0,0,0,1,aam3ce4gpfM_Pv3mQkG2LzY
exp_01,2819,cf_upbeat_electronic,5,0,1,1,0.7143,1,1,0,1,414coP9gEj4_-_Q9D5vl8lQ
exp_01,2819,cf_lyrical_piano,5,1,1,0,0.8,1,1,0,1,414coP9gEj4_-_Q9D5vl8lQ
exp_01,2834,cf_upbeat_electronic,5,0,1,1,0.625,1,1,0,1,5O5mdmyeeOs_NujXpZbhe2g
exp_01,2834,cf_lyrical_piano,9,-3,1,1,1.0,1,1,0,1,5O5mdmyeeOs_NujXpZbhe2g
exp_01,2842,cf_upbeat_electronic,6,-1,1,1,0.6667,0,0,0,1,MJI21WrUvII_GIutuaRH_Aw
exp_01,2842,cf_lyrical_piano,2,1,1,0,0.6667,0,0,0,1,MJI21WrUvII_GIutuaRH_Aw
exp_01,2850,cf_upbeat_electronic,4,0,1,1,0.8,0,0,0,1,euhD1ilzEI4_L77cpvUV1kE
exp_01,2850,cf_lyrical_piano,7,0,1,1,1.0,0,0,0,1,euhD1ilzEI4_L77cpvUV1kE
exp_01,2882,cf_upbeat_electronic,8,0,1,1,0.8889,0,0,0,1,u0MhZJ77Upo_dFqosS7CcPw
exp_01,2882,cf_lyrical_piano,4,0,1,1,0.75,0,0,0,1,u0MhZJ77Upo_dFqosS7CcPw
exp_01,2896,cf_upbeat_electronic,2,0,1,1,0.6667,0,0,0,1,j-2iakRCM3E_wv7vo8dz4hg
exp_01,2896,cf_lyrical_piano,2,-1,1,1,1.0,0,0,0,1,j-2iakRCM3E_wv7vo8dz4hg
exp_01,2897,cf_upbeat_electronic,2,0,1,1,0.7143,1,1,0,1,T0N9pMn8SqM_82pfkfN4m6E
exp_01,2897,cf_lyrical_piano,7,-3,1,1,1.0,1,1,0,1,T0N9pMn8SqM_82pfkfN4m6E
exp_01,2921,cf_upbeat_electronic,3,-1,1,1,1.0,1,1,0,1,u_zXJNChISs_A_f5bbd7TaI
exp_01,2921,cf_lyrical_piano,4,0,1,1,1.0,1,1,0,1,u_zXJNChISs_A_f5bbd7TaI
exp_01,2926,cf_upbeat_electronic,6,-1,1,1,0.5714,1,1,0,1,t_DEpHCTR6k_Ar5KROYxrI4
exp_01,2926,cf_lyrical_piano,8,1,1,0,1.0,1,1,0,1,t_DEpHCTR6k_Ar5KROYxrI4
exp_01,3003,cf_upbeat_electronic,6,0,1,1,0.625,0,1,0,1,SGcsnIqkE_k_RMdNtgq29eM
exp_01,3003,cf_lyrical_piano,5,1,1,0,0.8,0,0,0,1,SGcsnIqkE_k_RMdNtgq29eM
exp_01,3015,cf_upbeat_electronic,5,0,1,1,0.6667,0,0,0,1,DYyCNEBEeOw_hs-cwlm6UPA
exp_01,3015,cf_lyrical_piano,6,-2,1,1,0.8333,0,0,0,1,DYyCNEBEeOw_hs-cwlm6UPA
exp_01,3021,cf_upbeat_electronic,6,-1,1,1,0.5714,1,1,0,1,oCV9U-tP7Iw_Pl2pBVt4mh0
exp_01,3021,cf_lyrical_piano,4,1,1,0,0.8,1,1,0,1,oCV9U-tP7Iw_Pl2pBVt4mh0
exp_01,3030,cf_upbeat_electronic,6,0,1,1,1.0,1,1,0,1,v2KsttElBEU_kzEKUKDPWUs
exp_01,3030,cf_lyrical_piano,7,-1,1,1,0.8571,1,1,0,1,v2KsttElBEU_kzEKUKDPWUs
exp_01,3048,cf_upbeat_electronic,2,0,1,1,0.7778,1,1,0,1,LAzK2fmfNoU_M5qG-NBjRck
exp_01,3048,cf_lyrical_piano,5,-4,1,1,0.8,1,1,0,1,LAzK2fmfNoU_M5qG-NBjRck
exp_01,3052,cf_upbeat_electronic,7,0,1,1,0.5714,1,1,0,1,3fFKAJXuLEM_emMlEvTKAN8
exp_01,3052,cf_lyrical_piano,9,0,1,1,1.0,1,1,0,1,3fFKAJXuLEM_emMlEvTKAN8
exp_01,3059,cf_upbeat_electronic,4,0,1,1,0.8333,0,1,0,1,i-yWEa6uMDg_Mz8Ecb_Pd7o
exp_01,3059,cf_lyrical_piano,3,0,1,1,0.6667,0,1,0,1,i-yWEa6uMDg_Mz8Ecb_Pd7o
exp_01,3094,cf_upbeat_electronic,8,0,1,1,0.7778,1,1,0,1,H2pjord3Ueg_aCmZWeBtTDs
exp_01,3094,cf_lyrical_piano,3,0,1,1,0.6667,1,1,0,1,H2pjord3Ueg_aCmZWeBtTDs
exp_01,3106,cf_upbeat_electronic,6,0,1,1,1.0,0,0,0,1,UhovZ7DbiFA_SwZOZBJDMUU
exp_01,3106,cf_lyrical_piano,9,-1,1,1,1.0,0,0,0,1,UhovZ7DbiFA_SwZOZBJDMUU
exp_01,3121,cf_upbeat_electronic,8,0,1,1,0.6667,1,1,0,1,x_1LhS0Kico_8B2A8XD_kfc
exp_01,3121,cf_lyrical_piano,9,-1,1,1,1.0,1,1,0,1,x_1LhS0Kico_8B2A8XD_kfc
exp_01,3126,cf_upbeat_electronic,7,0,1,1,1.0,0,0,0,1,IX0Uq12RTu4_FlxTfaH0VA0
exp_01,3126,cf_lyrical_piano,13,-3,1,1,0.9231,0,0,0,1,IX0Uq12RTu4_FlxTfaH0VA0
exp_01,3129,cf_upbeat_electronic,3,0,1,1,0.75,1,1,0,1,TcfxyMRLVRg_U9CmRdMAtIc
exp_01,3129,cf_lyrical_piano,6,0,1,1,1.0,1,1,0,1,TcfxyMRLVRg_U9CmRdMAtIc
exp_01,3135,cf_upbeat_electronic,5,0,1,1,0.75,0,1,0,1,JIPg-1ykcew_UjBR2Iai2RE
exp_01,3135,cf_lyrical_piano,9,-3,1,1,1.0,0,1,0,1,JIPg-1ykcew_UjBR2Iai2RE
exp_01,3170,cf_upbeat_electronic,2,-1,1,1,0.8571,0,1,0,1,4aP3RhEkHBA_y5_BxuKab24
exp_01,3170,cf_lyrical_piano,4,-3,1,1,1.0,0,1,0,1,4aP3RhEkHBA_y5_BxuKab24
exp_01,3225,cf_upbeat_electronic,4,0,1,1,0.5,0,0,0,1,EK55T5kAeOc_wuA6idJlkJ0
exp_01,3225,cf_lyrical_piano,3,-2,1,1,1.0,0,0,0,1,EK55T5kAeOc_wuA6idJlkJ0
exp_01,3243,cf_upbeat_electronic,6,-1,1,1,0.7778,1,1,0,1,TU-W8iNjguU_mkUBAZhwc-k
exp_01,3243,cf_lyrical_piano,4,-1,1,1,0.8,1,1,0,1,TU-W8iNjguU_mkUBAZhwc-k
exp_01,3256,cf_upbeat_electronic,5,0,1,1,0.625,1,1,0,1,eUOPCmaDGDE_nKMW5Ie38C8
exp_01,3256,cf_lyrical_piano,7,-2,1,1,0.8571,1,1,0,1,eUOPCmaDGDE_nKMW5Ie38C8
exp_01,3271,cf_upbeat_electronic,6,0,1,1,0.5714,1,1,0,1,LDyllqMQXHY_DKVpBlJUQgw
exp_01,3271,cf_lyrical_piano,7,0,1,1,0.8571,1,1,0,1,LDyllqMQXHY_DKVpBlJUQgw
exp_01,3290,cf_upbeat_electronic,5,-1,1,1,0.75,0,0,0,1,_WRHnamU9_Q_qa3Rbbz2C1I
exp_01,3290,cf_lyrical_piano,1,-3,1,1,1.0,0,0,0,1,_WRHnamU9_Q_qa3Rbbz2C1I
exp_01,3300,cf_upbeat_electronic,7,-1,1,1,0.7143,0,0,0,1,yLu1zhe4_Hw_kg5gWNzoIJw
exp_01,3300,cf_lyrical_piano,5,2,1,0,0.8333,0,0,0,1,yLu1zhe4_Hw_kg5gWNzoIJw
exp_01,3317,cf_upbeat_electronic,8,0,1,1,0.6667,1,1,0,1,XH1pahdysM8_hErWq-TqSuQ
exp_01,3317,cf_lyrical_piano,9,-1,1,1,1.0,1,1,0,1,XH1pahdysM8_hErWq-TqSuQ
exp_01,3346,cf_upbeat_electronic,9,0,1,1,1.0,0,1,0,1,26_hE18CwtY_bFAF9pVUpMM
exp_01,3346,cf_lyrical_piano,5,0,1,1,0.8,0,1,0,1,26_hE18CwtY_bFAF9pVUpMM
exp_01,3362,cf_upbeat_electronic,9,-1,1,1,1.0,0,0,0,1,lgT1AidzRWM_XE62ND-fcoE
exp_01,3362,cf_lyrical_piano,9,-1,1,1,0.8,0,0,0,1,lgT1AidzRWM_XE62ND-fcoE
exp_01,3365,cf_upbeat_electronic,6,1,1,0,0.6667,1,1,0,1,EGN3_pzZy5I_L-AVopM4mdQ
exp_01,3365,cf_lyrical_piano,5,0,1,1,0.6,1,1,0,1,EGN3_pzZy5I_L-AVopM4mdQ
exp_01,3381,cf_upbeat_electronic,6,0,1,1,1.0,1,1,0,1,98mD8hvKKso_tThW8JY9GMc
exp_01,3381,cf_lyrical_piano,0,0,0,0,,1,1,0,1,98mD8hvKKso_tThW8JY9GMc
exp_01,3414,cf_upbeat_electronic,3,0,1,1,0.6,1,1,0,1,79JpTg7L-1Y_guyTMxG8bk0
exp_01,3414,cf_lyrical_piano,3,-1,1,1,0.6667,1,1,0,1,79JpTg7L-1Y_guyTMxG8bk0
exp_01,3454,cf_upbeat_electronic,7,0,1,1,1.0,1,1,0,1,3iM-rrHDa4A_JCP8F2AOx38
exp_01,3454,cf_lyrical_piano,5,0,1,1,0.8,1,1,0,1,3iM-rrHDa4A_JCP8F2AOx38
exp_01,3463,cf_upbeat_electronic,3,0,1,1,0.5714,1,1,0,1,_vE5a46Uwh0_M08_0Pnd0hA
exp_01,3463,cf_lyrical_piano,5,-1,1,1,0.8,1,1,0,1,_vE5a46Uwh0_M08_0Pnd0hA
exp_01,3471,cf_upbeat_electronic,4,0,1,1,0.5714,1,1,0,1,iq4TBASryqs_NZxqO9UwF9A
exp_01,3471,cf_lyrical_piano,7,-1,1,1,0.8571,1,1,0,1,iq4TBASryqs_NZxqO9UwF9A
exp_01,3494,cf_upbeat_electronic,4,0,1,1,1.0,0,0,0,1,9EO4nBIe-yA_RUjHBwO0EgM
exp_01,3494,cf_lyrical_piano,5,0,1,1,0.8,0,0,0,1,9EO4nBIe-yA_RUjHBwO0EgM
exp_01,3506,cf_upbeat_electronic,7,0,1,1,1.0,1,1,0,1,rklsh61BD28_zzGbCVHBYtM
exp_01,3506,cf_lyrical_piano,9,-1,1,1,1.0,1,1,0,1,rklsh61BD28_zzGbCVHBYtM
exp_01,3514,cf_upbeat_electronic,1,-1,1,1,1.0,1,1,0,1,6FE8jlwBGJs_T5V0hhZ3IVg
exp_01,3514,cf_lyrical_piano,8,-1,1,1,1.0,1,1,0,1,6FE8jlwBGJs_T5V0hhZ3IVg
exp_01,3515,cf_upbeat_electronic,1,0,1,1,0.7143,1,1,0,1,IBgI2Mniq6w_TfbhL9w7DHE
exp_01,3515,cf_lyrical_piano,5,-3,1,1,0.8,1,0,1,1,IBgI2Mniq6w_TfbhL9w7DHE
exp_01,3563,cf_upbeat_electronic,3,0,1,1,0.75,0,1,0,1,cAoTR4DA3a4_x-C2hVAvheI
exp_01,3563,cf_lyrical_piano,3,-1,1,1,0.6667,0,1,0,1,cAoTR4DA3a4_x-C2hVAvheI
exp_01,3565,cf_upbeat_electronic,4,0,1,1,0.8333,1,1,0,1,cpTirnV3xVE_Vkr6Vf1JTnc
exp_01,3565,cf_lyrical_piano,5,-1,1,1,0.8,1,1,0,1,cpTirnV3xVE_Vkr6Vf1JTnc
exp_01,3587,cf_upbeat_electronic,2,-1,1,1,0.6667,0,0,0,1,K7KMRBoqQUg_P56SorCCSmI
exp_01,3587,cf_lyrical_piano,6,-2,1,1,0.8571,0,0,0,1,K7KMRBoqQUg_P56SorCCSmI
exp_01,3601,cf_upbeat_electronic,7,0,1,1,1.0,1,1,0,1,0pzNkHgIdHk_zVaXHQhVXhQ
exp_01,3601,cf_lyrical_piano,5,-2,1,1,0.8,1,1,0,1,0pzNkHgIdHk_zVaXHQhVXhQ
exp_01,3603,cf_upbeat_electronic,5,0,1,1,0.8333,1,1,0,1,aloy-hdZ3CE_VgXFWk_EDGU
exp_01,3603,cf_lyrical_piano,7,-1,1,1,1.0,1,1,0,1,aloy-hdZ3CE_VgXFWk_EDGU
exp_01,3605,cf_upbeat_electronic,4,0,1,1,1.0,1,1,0,1,Iyy9VDuS3oM_4oB7o8Tl9so
exp_01,3605,cf_lyrical_piano,5,-3,1,1,0.8,1,1,0,1,Iyy9VDuS3oM_4oB7o8Tl9so
exp_01,3635,cf_upbeat_electronic,5,0,1,1,0.7143,1,1,0,1,MsvUscdzkAc_aZuqmdRgEHE
exp_01,3635,cf_lyrical_piano,5,-1,1,1,0.6,1,1,0,1,MsvUscdzkAc_aZuqmdRgEHE
exp_01,3645,cf_upbeat_electronic,6,0,1,1,0.8889,1,1,0,1,fpPHM9g7doo_gXmN3m7GpEk
exp_01,3645,cf_lyrical_piano,5,0,1,1,0.8,1,1,0,1,fpPHM9g7doo_gXmN3m7GpEk
exp_01,3660,cf_upbeat_electronic,6,0,1,1,0.7143,1,1,0,1,K2Tehu9FskU_mrUSad1Tdzk
exp_01,3660,cf_lyrical_piano,7,0,1,1,1.0,1,1,0,1,K2Tehu9FskU_mrUSad1Tdzk
exp_01,3673,cf_upbeat_electronic,5,0,1,1,0.8571,1,1,0,1,z4xpvgCN0Mw_kZpPn8wmZGw
exp_01,3673,cf_lyrical_piano,5,-1,1,1,0.8,1,1,0,1,z4xpvgCN0Mw_kZpPn8wmZGw
exp_01,3689,cf_upbeat_electronic,7,0,1,1,0.875,0,1,0,1,EKuoiY8ZVo0_Bc2R4GRgDgo
exp_01,3689,cf_lyrical_piano,6,0,1,1,0.8333,0,1,0,1,EKuoiY8ZVo0_Bc2R4GRgDgo
exp_01,3705,cf_upbeat_electronic,6,0,1,1,1.0,0,0,0,1,SQZT17IAxeA_tj0qwm941gg
exp_01,3705,cf_lyrical_piano,7,-1,1,1,1.0,0,0,0,1,SQZT17IAxeA_tj0qwm941gg
exp_01,3711,cf_upbeat_electronic,5,-2,1,1,0.8333,0,0,0,1,9yVZmMGjx6w_-RL3s-H0Jho
exp_01,3711,cf_lyrical_piano,8,0,1,1,1.0,0,0,0,1,9yVZmMGjx6w_-RL3s-H0Jho
exp_01,3715,cf_upbeat_electronic,8,0,1,1,0.8,1,1,0,1,MhlecL-gx4s_U3s0MEeGzNk
exp_01,3715,cf_lyrical_piano,5,0,1,1,1.0,1,1,0,1,MhlecL-gx4s_U3s0MEeGzNk
exp_01,3754,cf_upbeat_electronic,4,0,1,1,0.625,0,0,0,1,sopIF5zt7kA_7RAKiRQIyuY
exp_01,3754,cf_lyrical_piano,5,0,1,1,0.8,0,0,0,1,sopIF5zt7kA_7RAKiRQIyuY
exp_01,3788,cf_upbeat_electronic,0,0,0,0,,0,0,0,1,kwytEYCl-7E_0diZCH4jfMM
exp_01,3788,cf_lyrical_piano,7,0,1,1,1.0,0,0,0,1,kwytEYCl-7E_0diZCH4jfMM
exp_01,3819,cf_upbeat_electronic,3,0,1,1,0.7143,1,1,0,1,aiomsmTL110_7RCQY5Ln9C0
exp_01,3819,cf_lyrical_piano,5,-1,1,1,0.8,1,1,0,1,aiomsmTL110_7RCQY5Ln9C0
exp_01,3876,cf_upbeat_electronic,2,0,1,1,0.5714,0,1,0,1,h6-exJlpTko_lzjELi7VPx0
exp_01,3876,cf_lyrical_piano,5,-3,1,1,0.8,0,1,0,1,h6-exJlpTko_lzjELi7VPx0
exp_01,3905,cf_upbeat_electronic,5,-1,1,1,0.8333,0,0,0,1,ZZGwle80SUg_jeCpb0O6-tE
exp_01,3905,cf_lyrical_piano,8,-1,1,1,0.8889,0,0,0,1,ZZGwle80SUg_jeCpb0O6-tE
exp_01,3915,cf_upbeat_electronic,5,0,1,1,0.5714,1,1,0,1,4Q4VQyHfiPI_5KMORmZGYRc
exp_01,3915,cf_lyrical_piano,5,0,1,1,0.8,1,1,0,1,4Q4VQyHfiPI_5KMORmZGYRc
exp_01,3916,cf_upbeat_electronic,7,-1,1,1,0.625,0,0,0,1,5eOeqLInmKQ_Agc6sXk98Do
exp_01,3916,cf_lyrical_piano,15,-1,1,1,0.875,0,0,0,1,5eOeqLInmKQ_Agc6sXk98Do
exp_01,3931,cf_upbeat_electronic,4,0,1,1,0.6667,1,1,0,1,j5nf3WBmWv4_MOmz8FPKy5M
exp_01,3931,cf_lyrical_piano,5,-1,1,1,0.8,1,1,0,1,j5nf3WBmWv4_MOmz8FPKy5M
exp_01,3936,cf_upbeat_electronic,2,0,1,1,0.625,1,1,0,1,MJbBXsl91j4_LafN7DIccdU
exp_01,3936,cf_lyrical_piano,5,-4,1,1,0.8,1,1,0,1,MJbBXsl91j4_LafN7DIccdU
exp_01,3952,cf_upbeat_electronic,5,0,1,1,0.6667,1,1,0,1,hlhgYkDKqn4_jKBmrIgG-Nw
exp_01,3952,cf_lyrical_piano,4,0,1,1,0.75,1,1,0,1,hlhgYkDKqn4_jKBmrIgG-Nw
exp_01,3963,cf_upbeat_electronic,6,0,1,1,0.8571,0,1,0,1,QavmGzKcFKo_8leVBEw1K1Q
exp_01,3963,cf_lyrical_piano,3,0,1,1,1.0,0,1,0,1,QavmGzKcFKo_8leVBEw1K1Q
exp_01,3980,cf_upbeat_electronic,6,0,1,1,0.6667,0,1,0,1,K9gvAJOiiP4_KipkyW-IBwo
exp_01,3980,cf_lyrical_piano,5,-1,1,1,0.8,0,1,0,1,K9gvAJOiiP4_KipkyW-IBwo
exp_01,3981,cf_upbeat_electronic,11,-1,1,1,0.9091,1,1,0,1,s4UKAbZXMD8_c6F-7olJ_VI
exp_01,3981,cf_lyrical_piano,6,0,1,1,0.7143,1,1,0,1,s4UKAbZXMD8_c6F-7olJ_VI
exp_01,4025,cf_upbeat_electronic,7,0,1,1,0.75,1,1,0,1,1B7MkrUexcg_ePC_ApHWm6c
exp_01,4025,cf_lyrical_piano,3,0,1,1,0.6667,1,1,0,1,1B7MkrUexcg_ePC_ApHWm6c
exp_01,4053,cf_upbeat_electronic,4,0,1,1,0.75,0,0,0,1,3ba14Oc3MoE_zQHCQdYM9DY
exp_01,4053,cf_lyrical_piano,5,-2,1,1,0.8,0,0,0,1,3ba14Oc3MoE_zQHCQdYM9DY
exp_01,4087,cf_upbeat_electronic,3,0,1,1,0.6667,1,1,0,1,khe8nWxLC6A_GM5NClxKzV4
exp_01,4087,cf_lyrical_piano,15,-3,1,1,0.9333,1,1,0,1,khe8nWxLC6A_GM5NClxKzV4
exp_01,4147,cf_upbeat_electronic,4,0,1,1,0.6,0,1,0,1,EBQL5tLTOvo_SWEoM7bZSd0
exp_01,4147,cf_lyrical_piano,9,-1,1,1,1.0,0,1,0,1,EBQL5tLTOvo_SWEoM7bZSd0
exp_01,4148,cf_upbeat_electronic,7,0,1,1,1.0,1,1,0,1,-eFNWuqufg4_qD44np2LbeY
exp_01,4148,cf_lyrical_piano,5,-2,1,1,0.8,1,1,0,1,-eFNWuqufg4_qD44np2LbeY
exp_01,4150,cf_upbeat_electronic,2,0,1,1,0.8571,0,0,0,1,Z0Ujpe2xWKs_bxU95SaM06c
exp_01,4150,cf_lyrical_piano,7,-3,1,1,0.8571,0,0,0,1,Z0Ujpe2xWKs_bxU95SaM06c
exp_01,4180,cf_upbeat_electronic,5,0,1,1,0.6667,1,1,0,1,KDOK211mTgA_A4RbtN9IarQ
exp_01,4180,cf_lyrical_piano,5,0,1,1,0.6,1,1,0,1,KDOK211mTgA_A4RbtN9IarQ
exp_02,54,cf_upbeat_electronic,1,1,1,0,1.0,0,1,0,1,X9qC7p7L7Ak_8zXy6LPpr1Y
exp_02,54,cf_lyrical_piano,9,0,1,1,1.0,0,0,0,1,X9qC7p7L7Ak_8zXy6LPpr1Y
exp_02,104,cf_upbeat_electronic,7,-1,1,1,1.0,0,1,0,1,VRzlaPsX3FM_RCAZ3KeG6MQ
exp_02,104,cf_lyrical_piano,8,-1,1,1,1.0,0,0,0,1,VRzlaPsX3FM_RCAZ3KeG6MQ
exp_02,123,cf_upbeat_electronic,6,0,1,1,0.5,0,1,0,1,imGTQjHNEMg_vekZMIc46OI
exp_02,123,cf_lyrical_piano,9,0,1,1,1.0,0,1,0,1,imGTQjHNEMg_vekZMIc46OI
exp_02,166,cf_upbeat_electronic,2,0,1,1,0.8,1,1,0,1,QKvUGxF7qzA_scdO5HE8so4
exp_02,166,cf_lyrical_piano,0,-3,0,0,,1,1,0,1,QKvUGxF7qzA_scdO5HE8so4
exp_02,215,cf_upbeat_electronic,-1,0,0,0,0.8,0,0,0,1,M_1g1N4ilQM_EzZS4gQm0dU
exp_02,215,cf_lyrical_piano,9,-4,1,1,1.0,0,0,0,1,M_1g1N4ilQM_EzZS4gQm0dU
exp_02,256,cf_upbeat_electronic,3,0,1,1,0.5,0,1,0,1,4_xX_eZB850_swPTHOaj1tA
exp_02,256,cf_lyrical_piano,2,0,1,1,1.0,0,1,0,1,4_xX_eZB850_swPTHOaj1tA
exp_02,261,cf_upbeat_electronic,5,0,1,1,0.8,0,0,0,1,J3ZcmGw64_8_STkmrH0SVZ8
exp_02,261,cf_lyrical_piano,0,0,0,0,,0,0,0,1,J3ZcmGw64_8_STkmrH0SVZ8
exp_02,307,cf_upbeat_electronic,9,0,1,1,0.7778,0,0,0,1,xuNe1URKVk4_fNJe03Ci1zU
exp_02,307,cf_lyrical_piano,9,1,1,0,1.0,0,0,0,1,xuNe1URKVk4_fNJe03Ci1zU
exp_02,310,cf_upbeat_electronic,1,0,1,1,1.0,1,1,0,1,hrJ4jlvWPTI_h2rwWlx2e_Q
exp_02,310,cf_lyrical_piano,9,-5,1,1,1.0,1,1,0,1,hrJ4jlvWPTI_h2rwWlx2e_Q
exp_02,313,cf_upbeat_electronic,1,0,1,1,0.375,1,1,0,1,J-gYJBsln-w_2EkwVQYQsw4
exp_02,313,cf_lyrical_piano,0,-2,0,0,,1,1,0,1,J-gYJBsln-w_2EkwVQYQsw4
exp_02,323,cf_upbeat_electronic,2,0,1,1,1.0,1,1,0,1,82rkH7ZeKZ0_q0R7UnNcZ8w
exp_02,323,cf_lyrical_piano,3,-1,1,1,0.6667,1,0,1,1,82rkH7ZeKZ0_q0R7UnNcZ8w
exp_02,326,cf_upbeat_electronic,7,0,1,1,0.8,1,0,1,1,6TVHq4teJIE_8GVWSK_1DeY
exp_02,326,cf_lyrical_piano,9,-3,1,1,1.0,1,1,0,1,6TVHq4teJIE_8GVWSK_1DeY
exp_02,348,cf_upbeat_electronic,4,0,1,1,0.7143,1,1,0,1,S9vw3TuUqi0_dFcvLRUtD2I
exp_02,348,cf_lyrical_piano,9,-3,1,1,1.0,1,1,0,1,S9vw3TuUqi0_dFcvLRUtD2I
exp_02,357,cf_upbeat_electronic,4,0,1,1,1.0,1,1,0,1,AI47sOL0RO4_T63PjvdqgGQ
exp_02,357,cf_lyrical_piano,9,-3,1,1,1.0,1,1,0,1,AI47sOL0RO4_T63PjvdqgGQ
exp_02,358,cf_upbeat_electronic,6,0,1,1,0.8571,1,1,0,1,48Ebe-oCMIQ_s2Odvz0uDyU
